id,patient_id,user_id,full_name,address,bank_name,bank_account_number,paying_for,insurance_provider,insurance_tier_availed,medication_used,quantity,total_price_php,terms_accepted,payment_status,created_at,updated_at
463,P0463,faeb2f6e-a71b-46ff-810d-7841d53fc05b,Maria Davis,"682 Main St, Fairview, TX 65452",State Bank,7325109830,Dental Checkup,Kaiser,Gold,Ibuprofen 200mg,61,4411.08,Credit Card,pending,2024-02-03 00:00:00.000+00,2024-05-06 00:00:00.000+00
464,P0464,070ad96f-2660-4df1-92e6-88a215d1dfee,Emily Davis,"843 Cedar Ln, Cedarburg, IL 61669",Community Bank,3945508968,Physical Therapy,Blue Shield,Bronze,Ibuprofen 200mg,28,23209.93,Insurance Covered,pending,2024-08-02 00:00:00.000+00,2024-07-05 00:00:00.000+00
465,P0465,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,James Davis,"735 Pine Rd, Cedarburg, TX 65684",City Bank,6550151666,General Consultation,Blue Cross,Platinum,Flu Vaccine,8,38136.24,Bank Transfer,completed,2024-09-13 00:00:00.000+00,2024-02-22 00:00:00.000+00
466,P0466,49e534b7-0769-40ab-b74e-71df3c9af61c,Robert Miller,"195 Elm St, Fairview, CO 67619",First National Bank,9816139548,Cardiology Consultation,Humana,Platinum,Eye Drops,76,17384.92,Partial Payment,completed,2024-02-05 00:00:00.000+00,2024-05-13 00:00:00.000+00
467,P0467,60b37940-fef7-46e8-b119-4d9cd2820301,Robert Williams,"793 Oak Ave, Riverside, WA 60700",Metro Bank,3323111676,Laboratory Tests,Blue Shield,Bronze,Eye Drops,38,2413.7,Bank Transfer,completed,2024-01-02 00:00:00.000+00,2024-07-08 00:00:00.000+00
468,P0468,09a30dfd-2fd6-413f-a987-4a07741a8ef2,John Davis,"480 Pine Rd, Cedarburg, CA 64338",First National Bank,1333077586,Dental Checkup,Kaiser,Platinum,Blood Test Kit,2,24436.13,Bank Transfer,completed,2024-11-05 00:00:00.000+00,2024-06-02 00:00:00.000+00
469,P0469,440ef7ba-4b75-443c-b9fb-2d65df8aab22,Michael Garcia,"257 Main St, Maplewood, GA 62480",State Bank,1109645397,Vaccination,Blue Shield,Silver,Pain Relief Cream,37,13741.71,Insurance Covered,pending,2024-07-15 00:00:00.000+00,2024-01-26 00:00:00.000+00
470,P0470,3cc3ba2c-3edc-47f3-ba36-31a2641aae02,Michael Williams,"719 Cedar Ln, Fairview, FL 62530",Federal Bank,985760085,Physical Therapy,Humana,Bronze,Flu Vaccine,43,44941.15,Bank Transfer,pending,2024-01-23 00:00:00.000+00,2024-01-10 00:00:00.000+00
471,P0471,06f79222-e00d-42f5-8da4-ee45befd0415,Lisa Jones,"766 Elm St, Pineville, CO 62814",City Bank,432358022,Laboratory Tests,United Healthcare,Gold,Aspirin 100mg,83,37453.72,Installment Plan,completed,2024-03-23 00:00:00.000+00,2024-05-21 00:00:00.000+00
472,P0472,88c98496-b84f-4d13-97d7-96d11c558201,James Rodriguez,"989 Oak Ave, Riverside, WA 61753",Federal Bank,235648349,Laboratory Tests,Anthem,Platinum,Ibuprofen 200mg,93,14848.21,Cash Payment,pending,2024-11-11 00:00:00.000+00,2024-08-17 00:00:00.000+00
473,P0473,3a697c53-2450-4d27-aa26-bba40276ceab,Michael Johnson,"559 Cedar Ln, Cedarburg, FL 66320",First National Bank,4725998558,Eye Examination,United Healthcare,Silver,Ibuprofen 200mg,70,44091.65,Cash Payment,pending,2024-08-17 00:00:00.000+00,2024-01-29 00:00:00.000+00
474,P0474,038fa9e6-86b6-494c-b3a5-d6d993965e77,Sarah Jones,"722 Main St, Oakwood, CO 64329",State Bank,2668823256,Vaccination,Blue Shield,Standard,Blood Test Kit,90,49479.97,Insurance Covered,pending,2024-04-10 00:00:00.000+00,2024-09-26 00:00:00.000+00
475,P0475,2c49e374-cacc-4780-b5a1-098ce637f40b,Sarah Martinez,"513 Birch St, Riverside, WA 67192",State Bank,3765858175,General Consultation,Anthem,Platinum,Pain Relief Cream,75,1196.26,Credit Card,failed,2024-10-28 00:00:00.000+00,2024-12-20 00:00:00.000+00
476,P0476,fa7128a0-71a9-4836-94ec-56355e276b42,James Jones,"984 Cedar Ln, Cedarburg, NY 64093",City Bank,8126149643,Dermatology Treatment,Anthem,Gold,Flu Vaccine,42,18520.68,Bank Transfer,failed,2024-10-27 00:00:00.000+00,2024-06-22 00:00:00.000+00
477,P0477,a942847b-f321-4b43-a6bf-8dd9994ac55a,John Rodriguez,"778 Main St, Pineville, FL 60847",First National Bank,5786123878,Dental Checkup,Anthem,Standard,Blood Test Kit,30,8048.15,Installment Plan,completed,2024-04-08 00:00:00.000+00,2024-04-10 00:00:00.000+00
478,P0478,c4175b35-925c-4416-ac7d-a8e4e0555033,Lisa Garcia,"290 Maple Dr, Elmwood, WA 64518",Metro Bank,889795992,Eye Examination,Blue Shield,Gold,Pain Relief Cream,72,6080.79,Credit Card,pending,2024-10-06 00:00:00.000+00,2024-09-21 00:00:00.000+00
479,P0479,2eaa26e9-7807-456c-8344-d770d665bb66,David Martinez,"255 Spruce Ave, Cedarburg, FL 67150",First National Bank,3273746774,General Consultation,United Healthcare,Silver,Ibuprofen 200mg,7,42589.8,Bank Transfer,completed,2024-12-07 00:00:00.000+00,2024-10-23 00:00:00.000+00
480,P0480,60b37940-fef7-46e8-b119-4d9cd2820301,Robert Jones,"226 Cedar Ln, Cedarburg, GA 69613",State Bank,9093986476,Vaccination,Aetna,Platinum,Pain Relief Cream,42,14152.63,Installment Plan,completed,2024-11-06 00:00:00.000+00,2024-03-18 00:00:00.000+00
481,P0481,392300e3-c30b-4b80-8bf1-fba4c8182a04,Jane Brown,"997 Spruce Ave, Cedarburg, GA 64890",Federal Bank,8062609929,Cardiology Consultation,Anthem,Gold,Aspirin 100mg,24,23821.79,Cash Payment,failed,2024-09-18 00:00:00.000+00,2024-06-30 00:00:00.000+00
482,P0482,0ddb0d46-5663-40d6-b3ec-484463c4ca5d,Michael Davis,"927 Cedar Ln, Pineville, CO 69836",Federal Bank,8471804948,Dermatology Treatment,Humana,Standard,Ibuprofen 200mg,91,6330.18,Credit Card,pending,2024-12-13 00:00:00.000+00,2024-09-17 00:00:00.000+00
483,P0483,06f79222-e00d-42f5-8da4-ee45befd0415,Maria Jones,"221 Elm St, Oakwood, CA 64449",Metro Bank,1521435551,General Consultation,Blue Cross,Silver,Pain Relief Cream,98,39151.37,Installment Plan,completed,2024-05-10 00:00:00.000+00,2024-02-06 00:00:00.000+00
484,P0484,4e70d591-81ad-468d-929d-e7042c7726c0,Sarah Brown,"723 Pine Rd, Springfield, WA 63994",Metro Bank,3987719078,Vaccination,Humana,Platinum,Blood Test Kit,34,12429.59,Credit Card,completed,2024-04-02 00:00:00.000+00,2024-11-21 00:00:00.000+00
485,P0485,88a08883-23d7-41c2-bf9b-c7317e1f175a,Sarah Smith,"974 Elm St, Oakwood, CA 68217",Federal Bank,1341181896,Eye Examination,Anthem,Gold,Aspirin 100mg,100,3315.08,Credit Card,completed,2024-07-21 00:00:00.000+00,2024-05-10 00:00:00.000+00
486,P0486,18882cf8-3197-4cc8-a58c-980fffc51a63,John Brown,"418 Oak Ave, Springfield, FL 62809",First National Bank,9049987843,Dental Checkup,Blue Shield,Silver,Eye Drops,19,1566.76,Cash Payment,pending,2024-06-15 00:00:00.000+00,2024-03-07 00:00:00.000+00
487,P0487,c9350c64-4537-424c-91d0-a9d0c99a9c14,Robert Miller,"811 Maple Dr, Pineville, TX 61311",First National Bank,8367041029,Cardiology Consultation,United Healthcare,Platinum,Pain Relief Cream,33,14875.26,Bank Transfer,pending,2024-03-15 00:00:00.000+00,2024-01-18 00:00:00.000+00
488,P0488,6798eba9-eb01-4fc3-830e-462511ac27ad,Lisa Martinez,"460 Main St, Riverside, CO 60407",First National Bank,6921347263,Dental Checkup,Cigna,Bronze,Eye Drops,94,41369.39,Bank Transfer,failed,2024-12-10 00:00:00.000+00,2024-05-02 00:00:00.000+00
489,P0489,cf8c7024-f72a-4ea0-ae98-2dc3fe95ecad,Jane Brown,"333 Spruce Ave, Maplewood, NY 66157",Metro Bank,3438686032,Vaccination,Anthem,Standard,Aspirin 100mg,65,47749.49,Insurance Covered,completed,2024-05-16 00:00:00.000+00,2024-06-19 00:00:00.000+00
490,P0490,f1c427a8-e180-41f0-b3c8-0bf6868b1c76,Lisa Jones,"196 Main St, Springfield, CA 61585",Federal Bank,6028914374,Dental Checkup,United Healthcare,Platinum,Aspirin 100mg,34,40930.0,Installment Plan,pending,2024-07-28 00:00:00.000+00,2024-11-08 00:00:00.000+00
491,P0491,5220c558-854e-4620-a2fd-aeb58ba20028,Robert Jones,"797 Elm St, Springfield, NY 65309",Community Bank,2967163561,Cardiology Consultation,Blue Shield,Platinum,Blood Test Kit,77,31925.58,Bank Transfer,failed,2024-12-11 00:00:00.000+00,2024-12-20 00:00:00.000+00
492,P0492,73ce64b0-e743-4dae-9c66-1e317e3a716e,John Miller,"867 Main St, Cedarburg, IL 67571",State Bank,1126018013,Physical Therapy,Blue Shield,Platinum,Aspirin 100mg,10,36015.39,Insurance Covered,failed,2024-06-22 00:00:00.000+00,2024-12-02 00:00:00.000+00
493,P0493,173a887e-1222-4fe6-860b-345c4e35982d,John Rodriguez,"890 Cedar Ln, Springfield, TX 66956",Community Bank,2219426874,General Consultation,Humana,Standard,Pain Relief Cream,36,14399.71,Bank Transfer,pending,2024-11-27 00:00:00.000+00,2024-01-14 00:00:00.000+00
494,P0494,392300e3-c30b-4b80-8bf1-fba4c8182a04,John Davis,"883 Maple Dr, Elmwood, TX 65491",City Bank,8377913660,Dermatology Treatment,Cigna,Standard,Aspirin 100mg,24,21993.86,Partial Payment,completed,2024-02-16 00:00:00.000+00,2024-11-21 00:00:00.000+00
495,P0495,60b37940-fef7-46e8-b119-4d9cd2820301,Jane Johnson,"537 Spruce Ave, Maplewood, CO 67860",Federal Bank,6408727018,Vaccination,Blue Cross,Bronze,Eye Drops,82,13500.29,Partial Payment,pending,2024-07-09 00:00:00.000+00,2024-05-31 00:00:00.000+00
496,P0496,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Jane Davis,"749 Oak Ave, Springfield, WA 60054",Metro Bank,1651841273,Eye Examination,Aetna,Standard,Eye Drops,32,35965.55,Cash Payment,failed,2024-04-02 00:00:00.000+00,2024-04-24 00:00:00.000+00
497,P0497,5e54eecb-aa21-4ea3-9334-f5799f62f4c2,Michael Davis,"570 Cedar Ln, Oakwood, FL 67967",Community Bank,363424785,Physical Therapy,United Healthcare,Silver,Blood Test Kit,38,45398.14,Installment Plan,pending,2024-05-13 00:00:00.000+00,2024-10-28 00:00:00.000+00
498,P0498,c7971a9b-a983-434b-af15-6289cb2a4b1e,John Smith,"866 Birch St, Elmwood, TX 67330",Metro Bank,507538914,Dental Checkup,Cigna,Silver,Aspirin 100mg,9,15116.84,Partial Payment,completed,2024-09-15 00:00:00.000+00,2024-02-29 00:00:00.000+00
499,P0499,fa7128a0-71a9-4836-94ec-56355e276b42,Jane Rodriguez,"403 Maple Dr, Oakwood, NY 68858",First National Bank,3804938338,General Consultation,Cigna,Platinum,Flu Vaccine,50,34317.22,Bank Transfer,failed,2024-01-14 00:00:00.000+00,2024-08-29 00:00:00.000+00
500,P0500,5fad3acd-e80d-4dd8-9602-f858a07043ce,Robert Jones,"261 Elm St, Springfield, FL 66248",State Bank,1718334776,Laboratory Tests,United Healthcare,Bronze,Flu Vaccine,64,7242.25,Installment Plan,failed,2024-04-30 00:00:00.000+00,2024-12-07 00:00:00.000+00
501,P0501,7a4b99fc-a318-40b3-ae98-4e2f29dde1b5,James Brown,"768 Maple Dr, Pineville, NY 61808",Community Bank,3039076526,Eye Examination,Anthem,Standard,Eye Drops,94,36242.18,Installment Plan,pending,2024-11-04 00:00:00.000+00,2024-06-07 00:00:00.000+00
502,P0502,627cfec3-9c60-4a90-803f-67b58d25722d,Michael Johnson,"965 Birch St, Fairview, CO 65936",City Bank,3441103707,Laboratory Tests,Aetna,Standard,Flu Vaccine,77,22352.64,Bank Transfer,pending,2024-11-25 00:00:00.000+00,2024-08-20 00:00:00.000+00
503,P0503,5e54eecb-aa21-4ea3-9334-f5799f62f4c2,John Davis,"979 Oak Ave, Elmwood, NY 61271",Metro Bank,8871187945,Laboratory Tests,Cigna,Standard,Ibuprofen 200mg,53,32122.06,Credit Card,pending,2024-01-28 00:00:00.000+00,2024-07-13 00:00:00.000+00
504,P0504,faeb2f6e-a71b-46ff-810d-7841d53fc05b,Sarah Rodriguez,"279 Oak Ave, Elmwood, WA 61118",First National Bank,3146331252,Physical Therapy,Kaiser,Gold,Aspirin 100mg,60,31649.3,Partial Payment,completed,2024-05-07 00:00:00.000+00,2024-06-12 00:00:00.000+00
505,P0505,faa95163-7117-463d-afd8-28230cb16d0b,Lisa Garcia,"584 Main St, Riverside, NY 66257",State Bank,1827812786,Vaccination,Humana,Standard,Flu Vaccine,30,46614.18,Cash Payment,failed,2024-10-31 00:00:00.000+00,2024-08-20 00:00:00.000+00
506,P0506,2c49e374-cacc-4780-b5a1-098ce637f40b,Maria Williams,"448 Birch St, Elmwood, IL 65433",Community Bank,2240713204,Physical Therapy,Kaiser,Silver,Aspirin 100mg,70,9443.77,Bank Transfer,pending,2024-09-19 00:00:00.000+00,2024-01-04 00:00:00.000+00
507,P0507,1449bde9-6a68-4df0-94d8-85595daeee04,Michael Jones,"302 Main St, Cedarburg, CA 69189",Federal Bank,7591889527,Dental Checkup,United Healthcare,Bronze,Eye Drops,68,8252.67,Credit Card,pending,2024-02-13 00:00:00.000+00,2024-01-23 00:00:00.000+00
508,P0508,ec5f31f5-2038-4c38-89f4-9d931015bca6,David Brown,"965 Maple Dr, Riverside, TX 65984",First National Bank,9507852768,Cardiology Consultation,Humana,Silver,Aspirin 100mg,45,13819.4,Cash Payment,failed,2024-05-26 00:00:00.000+00,2024-09-09 00:00:00.000+00
509,P0509,013c81e2-97fd-43eb-a82d-3221cb431f50,James Martinez,"130 Pine Rd, Riverside, WA 64760",Metro Bank,1797647215,Cardiology Consultation,Aetna,Standard,Eye Drops,30,47448.73,Bank Transfer,failed,2024-05-31 00:00:00.000+00,2024-01-02 00:00:00.000+00
510,P0510,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Maria Johnson,"179 Main St, Fairview, GA 69090",Metro Bank,365916729,Laboratory Tests,Aetna,Gold,Blood Test Kit,67,20834.03,Partial Payment,pending,2024-04-22 00:00:00.000+00,2024-03-31 00:00:00.000+00
511,P0511,16870e02-ea77-461d-8a47-98e63bdd3e56,Sarah Jones,"274 Spruce Ave, Oakwood, IL 62494",Community Bank,247461117,Laboratory Tests,United Healthcare,Standard,Aspirin 100mg,88,27682.19,Installment Plan,completed,2024-01-23 00:00:00.000+00,2024-04-08 00:00:00.000+00
512,P0512,88c98496-b84f-4d13-97d7-96d11c558201,John Williams,"402 Oak Ave, Maplewood, NY 64052",First National Bank,3802181898,Dermatology Treatment,Cigna,Standard,Aspirin 100mg,77,19958.6,Credit Card,failed,2024-08-11 00:00:00.000+00,2024-11-14 00:00:00.000+00
513,P0513,5072b09a-53a4-419a-8fab-1236cdbc7e56,John Johnson,"289 Birch St, Oakwood, CA 67672",Federal Bank,2684885788,Physical Therapy,Anthem,Gold,Blood Test Kit,83,9292.71,Installment Plan,failed,2024-11-09 00:00:00.000+00,2024-06-29 00:00:00.000+00
514,P0514,aae82234-26f5-43d5-b384-8f1658a5393b,John Williams,"102 Spruce Ave, Springfield, GA 62167",State Bank,479702085,Cardiology Consultation,Cigna,Silver,Ibuprofen 200mg,54,28933.16,Installment Plan,failed,2024-09-16 00:00:00.000+00,2024-10-16 00:00:00.000+00
515,P0515,19cc9220-5a64-4587-8201-8741033647bd,David Smith,"799 Oak Ave, Pineville, CA 68326",Metro Bank,112479762,Vaccination,Blue Cross,Gold,Aspirin 100mg,18,40605.28,Partial Payment,pending,2024-01-09 00:00:00.000+00,2024-10-20 00:00:00.000+00
516,P0516,2eaa26e9-7807-456c-8344-d770d665bb66,John Jones,"208 Spruce Ave, Cedarburg, NY 66969",Federal Bank,1213212309,Vaccination,Aetna,Silver,Blood Test Kit,86,27869.6,Insurance Covered,pending,2024-05-14 00:00:00.000+00,2024-02-26 00:00:00.000+00
517,P0517,f6040ed4-e01d-446a-986f-8457d1585c4f,Jane Garcia,"600 Cedar Ln, Maplewood, FL 67207",Federal Bank,1194527728,Cardiology Consultation,Aetna,Silver,Blood Test Kit,89,11853.71,Bank Transfer,pending,2024-04-14 00:00:00.000+00,2024-01-06 00:00:00.000+00
518,P0518,3fcf319f-e8ca-4bbe-b338-42d3956682d4,Robert Miller,"607 Pine Rd, Pineville, CO 68657",City Bank,688476089,Vaccination,United Healthcare,Bronze,Blood Test Kit,43,46627.07,Credit Card,completed,2024-04-30 00:00:00.000+00,2024-12-12 00:00:00.000+00
519,P0519,6798eba9-eb01-4fc3-830e-462511ac27ad,Maria Brown,"239 Maple Dr, Fairview, CA 63899",First National Bank,4385446392,Vaccination,Cigna,Gold,Flu Vaccine,98,7327.58,Partial Payment,failed,2024-11-14 00:00:00.000+00,2024-08-15 00:00:00.000+00
520,P0520,5fad3acd-e80d-4dd8-9602-f858a07043ce,Robert Garcia,"766 Oak Ave, Cedarburg, WA 64519",Community Bank,521734467,Physical Therapy,Blue Shield,Bronze,Aspirin 100mg,48,46218.08,Installment Plan,pending,2024-06-30 00:00:00.000+00,2024-03-16 00:00:00.000+00
521,P0521,65fecbf8-95f1-4b8b-b8d8-9fa589ee64bd,Lisa Davis,"435 Pine Rd, Elmwood, NY 67738",State Bank,4017394238,Laboratory Tests,Blue Shield,Platinum,Aspirin 100mg,28,16299.49,Partial Payment,completed,2024-09-04 00:00:00.000+00,2024-12-10 00:00:00.000+00
522,P0522,3bb3651a-8c4c-4ca0-be5e-6f707eb96115,Robert Martinez,"801 Oak Ave, Fairview, FL 65142",Federal Bank,3246992031,Physical Therapy,Cigna,Bronze,Aspirin 100mg,29,44940.22,Installment Plan,failed,2024-05-06 00:00:00.000+00,2024-01-05 00:00:00.000+00
523,P0523,226fd27a-e526-47dc-9a50-441e2837fdbc,John Martinez,"481 Birch St, Cedarburg, NY 65825",First National Bank,9224083779,Eye Examination,Humana,Platinum,Ibuprofen 200mg,31,29385.13,Cash Payment,completed,2024-08-07 00:00:00.000+00,2024-08-13 00:00:00.000+00
524,P0524,ac020397-a697-41a0-99a1-ae08b1194b29,Robert Martinez,"488 Cedar Ln, Oakwood, TX 61717",City Bank,6933463445,Vaccination,Anthem,Bronze,Ibuprofen 200mg,76,44317.24,Installment Plan,failed,2024-03-30 00:00:00.000+00,2024-08-23 00:00:00.000+00
525,P0525,faa95163-7117-463d-afd8-28230cb16d0b,Maria Johnson,"351 Birch St, Oakwood, IL 61081",Metro Bank,8111881021,General Consultation,Anthem,Standard,Pain Relief Cream,94,17925.32,Installment Plan,pending,2024-07-31 00:00:00.000+00,2024-05-26 00:00:00.000+00
526,P0526,0ddb0d46-5663-40d6-b3ec-484463c4ca5d,Emily Smith,"537 Birch St, Cedarburg, WA 63049",Metro Bank,6095591547,Dental Checkup,United Healthcare,Platinum,Flu Vaccine,6,32296.07,Insurance Covered,pending,2024-02-28 00:00:00.000+00,2024-11-14 00:00:00.000+00
527,P0527,478ab1c4-f447-4b61-8d1f-20caac5b131f,David Miller,"141 Pine Rd, Elmwood, IL 63905",Metro Bank,1024821065,General Consultation,Blue Cross,Bronze,Eye Drops,28,14824.56,Partial Payment,pending,2024-12-24 00:00:00.000+00,2024-03-25 00:00:00.000+00
528,P0528,cc44fd91-f30b-44b3-a897-96f28dd5ba3e,Robert Jones,"128 Birch St, Fairview, FL 63411",First National Bank,4691593339,Dental Checkup,Cigna,Silver,Blood Test Kit,86,10712.1,Bank Transfer,failed,2024-08-16 00:00:00.000+00,2024-01-24 00:00:00.000+00
529,P0529,16870e02-ea77-461d-8a47-98e63bdd3e56,James Davis,"258 Oak Ave, Elmwood, FL 67739",Community Bank,5165175918,General Consultation,Anthem,Gold,Ibuprofen 200mg,10,5268.92,Credit Card,failed,2024-12-24 00:00:00.000+00,2024-07-25 00:00:00.000+00
530,P0530,392300e3-c30b-4b80-8bf1-fba4c8182a04,Jane Martinez,"761 Cedar Ln, Fairview, CO 63245",First National Bank,5643113060,Vaccination,Humana,Bronze,Aspirin 100mg,14,39496.0,Bank Transfer,completed,2024-09-24 00:00:00.000+00,2024-05-22 00:00:00.000+00
531,P0531,c917ee02-fce2-4f01-97ee-0a66020cb6dd,Sarah Rodriguez,"343 Maple Dr, Pineville, GA 64873",Community Bank,6486061912,Dental Checkup,Kaiser,Bronze,Pain Relief Cream,83,10136.73,Installment Plan,failed,2024-12-09 00:00:00.000+00,2024-02-06 00:00:00.000+00
532,P0532,fa7128a0-71a9-4836-94ec-56355e276b42,Robert Smith,"197 Oak Ave, Riverside, GA 68965",Federal Bank,8517824201,Physical Therapy,Humana,Standard,Flu Vaccine,89,597.49,Insurance Covered,pending,2024-09-28 00:00:00.000+00,2024-01-28 00:00:00.000+00
533,P0533,d69dadce-cc96-4fe6-b309-4fe4ea0378b1,Maria Smith,"578 Cedar Ln, Elmwood, WA 64784",Federal Bank,9499012658,Dermatology Treatment,Cigna,Bronze,Ibuprofen 200mg,40,18281.53,Insurance Covered,failed,2024-11-12 00:00:00.000+00,2024-12-08 00:00:00.000+00
534,P0534,18882cf8-3197-4cc8-a58c-980fffc51a63,Maria Garcia,"286 Spruce Ave, Pineville, IL 68193",State Bank,2838425576,Dermatology Treatment,Kaiser,Gold,Blood Test Kit,51,20545.05,Insurance Covered,completed,2024-12-10 00:00:00.000+00,2024-08-26 00:00:00.000+00
535,P0535,2eaa26e9-7807-456c-8344-d770d665bb66,Maria Miller,"407 Pine Rd, Pineville, CA 67298",Metro Bank,9479797753,Laboratory Tests,Humana,Silver,Eye Drops,63,37374.07,Installment Plan,completed,2024-10-06 00:00:00.000+00,2024-05-29 00:00:00.000+00
536,P0536,cc44fd91-f30b-44b3-a897-96f28dd5ba3e,Michael Garcia,"333 Pine Rd, Fairview, CO 60005",State Bank,9564321880,Vaccination,Cigna,Bronze,Pain Relief Cream,87,9498.72,Bank Transfer,completed,2024-01-26 00:00:00.000+00,2024-01-24 00:00:00.000+00
537,P0537,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Michael Johnson,"652 Spruce Ave, Riverside, CO 68772",Metro Bank,7046806820,Eye Examination,United Healthcare,Platinum,Aspirin 100mg,73,8363.37,Bank Transfer,completed,2024-02-13 00:00:00.000+00,2024-09-08 00:00:00.000+00
538,P0538,88a08883-23d7-41c2-bf9b-c7317e1f175a,James Miller,"152 Maple Dr, Cedarburg, IL 61307",Federal Bank,900969270,Physical Therapy,United Healthcare,Standard,Blood Test Kit,85,28955.19,Insurance Covered,failed,2024-09-30 00:00:00.000+00,2024-09-02 00:00:00.000+00
539,P0539,bef6a189-68dd-400a-9fc1-b7c32b9215b8,Sarah Miller,"130 Maple Dr, Cedarburg, NY 60687",City Bank,2225103386,Vaccination,Anthem,Silver,Eye Drops,64,29880.92,Credit Card,pending,2024-01-13 00:00:00.000+00,2024-03-27 00:00:00.000+00
540,P0540,19cc9220-5a64-4587-8201-8741033647bd,Lisa Jones,"311 Oak Ave, Elmwood, IL 63092",Metro Bank,6206347368,Eye Examination,Blue Cross,Standard,Pain Relief Cream,10,18366.84,Credit Card,failed,2024-03-19 00:00:00.000+00,2024-05-22 00:00:00.000+00
541,P0541,72ecaf09-9933-4a09-8348-3cc6c2ff4a89,Emily Davis,"539 Oak Ave, Fairview, GA 68993",City Bank,3507399427,Physical Therapy,Kaiser,Platinum,Blood Test Kit,29,39953.37,Credit Card,pending,2024-03-16 00:00:00.000+00,2024-08-29 00:00:00.000+00
542,P0542,c54dd239-6c85-405f-aa37-9944eb2092a8,Jane Miller,"336 Pine Rd, Cedarburg, GA 66594",First National Bank,4117109675,Eye Examination,Humana,Platinum,Pain Relief Cream,99,33004.46,Partial Payment,pending,2024-11-06 00:00:00.000+00,2024-10-04 00:00:00.000+00
543,P0543,7a4b99fc-a318-40b3-ae98-4e2f29dde1b5,David Garcia,"339 Maple Dr, Pineville, WA 62918",Community Bank,5324799350,Dermatology Treatment,Humana,Standard,Ibuprofen 200mg,10,3175.16,Installment Plan,completed,2024-09-22 00:00:00.000+00,2024-09-27 00:00:00.000+00
544,P0544,07674b17-2cef-4f03-88bd-64f46bcd5b95,David Rodriguez,"390 Elm St, Maplewood, FL 64172",First National Bank,267390789,Dermatology Treatment,Anthem,Platinum,Blood Test Kit,96,18348.96,Insurance Covered,pending,2024-09-12 00:00:00.000+00,2024-09-23 00:00:00.000+00
545,P0545,3283c015-0f4d-4046-b8ad-46484b700245,David Johnson,"657 Main St, Fairview, GA 67146",City Bank,5035905089,Eye Examination,Aetna,Bronze,Blood Test Kit,73,31321.05,Cash Payment,pending,2024-08-10 00:00:00.000+00,2024-06-18 00:00:00.000+00
546,P0546,038fa9e6-86b6-494c-b3a5-d6d993965e77,Michael Garcia,"145 Cedar Ln, Cedarburg, WA 65787",First National Bank,5921739986,Dental Checkup,Humana,Standard,Aspirin 100mg,41,38814.57,Insurance Covered,pending,2024-01-24 00:00:00.000+00,2024-08-31 00:00:00.000+00
547,P0547,e48e7689-8413-432a-9253-4f7b34eef4b8,Michael Rodriguez,"817 Oak Ave, Springfield, WA 61625",Federal Bank,5032076476,Dental Checkup,Humana,Bronze,Ibuprofen 200mg,54,24808.24,Credit Card,completed,2024-08-01 00:00:00.000+00,2024-07-18 00:00:00.000+00
548,P0548,5abbe3bd-2a73-49a6-8c13-6fc4be4615aa,Emily Jones,"108 Spruce Ave, Oakwood, FL 66960",State Bank,882147703,Cardiology Consultation,Blue Shield,Standard,Eye Drops,29,14260.99,Bank Transfer,completed,2024-08-22 00:00:00.000+00,2024-11-08 00:00:00.000+00
549,P0549,09a30dfd-2fd6-413f-a987-4a07741a8ef2,David Williams,"726 Spruce Ave, Cedarburg, NY 69738",State Bank,6336178469,Vaccination,Blue Shield,Silver,Blood Test Kit,44,8683.11,Credit Card,pending,2024-01-08 00:00:00.000+00,2024-08-02 00:00:00.000+00
550,P0550,49e534b7-0769-40ab-b74e-71df3c9af61c,Jane Miller,"483 Main St, Oakwood, IL 60653",Federal Bank,2503030852,Vaccination,Humana,Bronze,Flu Vaccine,36,26072.34,Installment Plan,pending,2024-02-20 00:00:00.000+00,2024-02-16 00:00:00.000+00
551,P0551,2eaa26e9-7807-456c-8344-d770d665bb66,James Rodriguez,"765 Main St, Pineville, TX 66044",City Bank,5720164594,Vaccination,Kaiser,Silver,Ibuprofen 200mg,39,20827.1,Bank Transfer,failed,2024-03-16 00:00:00.000+00,2024-08-15 00:00:00.000+00
552,P0552,c4175b35-925c-4416-ac7d-a8e4e0555033,John Jones,"481 Oak Ave, Cedarburg, CO 64959",Federal Bank,9235688445,General Consultation,Kaiser,Standard,Aspirin 100mg,22,17225.46,Partial Payment,pending,2024-09-21 00:00:00.000+00,2024-07-08 00:00:00.000+00
553,P0553,2dc1b872-51cf-452a-8f80-ebac96209ecd,Michael Williams,"555 Main St, Cedarburg, TX 66176",Federal Bank,8542262648,Vaccination,United Healthcare,Standard,Ibuprofen 200mg,43,17461.93,Bank Transfer,failed,2024-06-13 00:00:00.000+00,2024-10-11 00:00:00.000+00
554,P0554,07674b17-2cef-4f03-88bd-64f46bcd5b95,Maria Davis,"432 Cedar Ln, Cedarburg, CA 66223",Community Bank,8612910941,Cardiology Consultation,Kaiser,Standard,Flu Vaccine,35,18615.62,Insurance Covered,failed,2024-11-11 00:00:00.000+00,2024-06-21 00:00:00.000+00
